"Jul.Day","YYYY/MM/DD","Wdy","XAU/USD","XAG/USD","XPT/USD","CAD/USD","EUR/USD","JPY/USD","GBP/USD","CHF/USD","AUD/USD","HKD/USD","NZD/USD","KRW/USD","MXN/USD"
2453832,"2006/04/06","Thu",0.00168776,0.083126,0.00092251,1.15340,0.81871,117.730,0.57130,1.29146,1.3671,7.7592,1.6273,953.22,11.0797
2453833,"2006/04/07","Fri",0.00169564,0.082203,0.00093110,1.14670,0.82591,118.314,0.57458,1.30306,1.3740,7.7591,1.6386,953.20,11.1655
2453836,"2006/04/10","Mon",0.00167435,0.080532,0.00091324,1.14660,0.82715,118.671,0.57456,1.30429,1.3733,7.7591,1.6436,953.91,11.0890
2453837,"2006/04/11","Tue",0.00167294,0.078927,0.00092081,1.14580,0.82479,118.625,0.57253,1.29968,1.3650,7.7591,1.6385,954.83,11.0705
2453838,"2006/04/12","Wed",0.00167434,0.078431,0.00091996,1.14780,0.82599,118.489,0.57122,1.29960,1.3671,7.7591,1.6274,960.50,11.0578
2453839,"2006/04/13","Thu",0.00168634,0.079302,0.00093023,1.15200,0.82598,118.445,0.57052,1.29788,1.3726,7.7591,1.6114,961.60,11.0983
2453843,"2006/04/17","Mon",,,,1.14530,0.81510,117.696,0.56458,1.27781,1.3559,7.7592,1.6016,956.01,11.0871
2453844,"2006/04/18","Tue",0.00162668,0.073341,0.00090498,1.14190,0.81477,117.758,0.56304,1.27601,1.3542,7.7592,1.5931,953.97,10.9904
2453845,"2006/04/19","Wed",0.00160064,0.070077,0.00089525,1.13640,0.81004,117.604,0.55884,1.27057,1.3398,7.7592,1.5794,945.42,11.0010
2453846,"2006/04/20","Thu",0.00160000,0.069881,0.00089206,1.13880,0.81134,117.499,0.56179,1.27769,1.3559,7.7547,1.5954,948.21,11.0242
2453847,"2006/04/21","Fri",0.00160384,0.082068,0.00089686,1.13730,0.81022,116.922,0.56130,1.27529,1.3435,7.7545,1.5785,948.54,11.0740
2453850,"2006/04/24","Mon",0.00160384,0.078247,0.00089286,1.13730,0.80797,114.937,0.56058,1.27030,1.3435,7.7533,1.5844,939.92,11.0740
2453851,"2006/04/25","Tue",0.00157543,0.080225,0.00088731,1.13160,0.80575,114.860,0.55948,1.26875,1.3411,7.7539,1.6003,945.36,11.0833
2453852,"2006/04/26","Wed",0.00157356,0.078616,0.00088496,1.12700,0.80214,114.672,0.55847,1.26744,1.3270,7.7554,1.5813,946.26,11.1695
2453853,"2006/04/27","Thu",0.00156739,0.079872,0.00088731,1.12350,0.79845,114.050,0.55520,1.26123,1.3222,7.7547,1.5804,944.91,11.1018
2453854,"2006/04/28","Fri",0.00155279,0.079618,0.00087336,1.12030,0.79212,113.793,0.54890,1.24119,1.3174,7.7532,1.5712,943.01,11.0921
2453857,"2006/05/01","Mon",,,,1.11330,0.79323,113.071,0.54694,1.23865,1.3147,7.7532,1.5685,943.48,11.0556
2453858,"2006/05/02","Tue",0.00151286,0.071839,0.00085470,1.10690,0.79093,113.272,0.54358,1.23441,1.3104,7.7538,1.5603,940.44,11.0139
2453859,"2006/05/03","Wed",0.00148456,0.069348,0.00084459,1.10720,0.79125,113.432,0.54219,1.23516,1.2968,7.7528,1.5566,934.35,10.9624
2453860,"2006/05/04","Thu",0.00148478,0.073073,0.00085179,1.10680,0.78837,113.460,0.54096,1.22978,1.2947,7.7524,1.5558,939.56,10.9693
2453861,"2006/05/05","Fri",0.00147492,0.071073,0.00084746,1.10720,0.78542,112.452,0.53800,1.22586,1.2977,7.7522,1.5599,939.90,10.9515
2453864,"2006/05/08","Mon",0.00148038,0.072727,0.00084175,1.11170,0.78627,111.560,0.53815,1.22772,1.2990,7.7514,1.5807,927.96,10.9419
2453865,"2006/05/09","Tue",0.00144666,0.071968,0.00081367,1.10210,0.78447,111.312,0.53675,1.22238,1.2948,7.7524,1.5919,931.61,10.9335
2453866,"2006/05/10","Wed",0.00142877,0.069735,0.00080321,1.10070,0.78136,110.545,0.53627,1.21853,1.2883,7.7520,1.5936,928.86,10.8443
2453867,"2006/05/11","Thu",0.00139762,0.069300,0.00077339,1.09900,0.77805,110.275,0.53076,1.21076,1.2852,7.7531,1.5833,935.32,10.8704
2453868,"2006/05/12","Fri",0.00137931,0.066934,0.00075472,1.10850,0.77588,110.518,0.52881,1.20189,1.2941,7.7537,1.5899,933.08,11.0518
2453871,"2006/05/15","Mon",0.00145455,0.075472,0.00077519,1.11400,0.77978,110.188,0.53091,1.20890,1.3112,7.7533,1.6070,943.27,11.1467
2453872,"2006/05/16","Tue",0.00144508,0.075643,0.00077101,1.11120,0.78023,110.020,0.53137,1.21204,1.3062,7.7533,1.6069,944.90,11.0567
2453873,"2006/05/17","Wed",0.00142960,0.072359,0.00075131,1.11250,0.78594,110.587,0.53138,1.21731,1.3167,7.7540,1.6165,937.24,11.1540
2453874,"2006/05/18","Thu",0.00144196,0.076219,0.00075472,1.12130,0.78161,110.910,0.52967,1.21235,1.3067,7.7546,1.6053,947.04,11.2265
2453875,"2006/05/19","Fri",0.00153492,0.080451,0.00076805,1.12330,0.78437,111.771,0.53336,1.21833,1.3217,7.7556,1.6095,946.34,11.1882
2453879,"2006/05/23","Tue",0.00149981,0.077700,0.00076687,1.11760,0.77860,111.315,0.53168,1.20835,1.3253,7.7554,1.6030,943.92,11.1838
2453880,"2006/05/24","Wed",0.00154202,0.077592,0.00077220,1.12290,0.78453,112.820,0.53545,1.21922,1.3287,7.7562,1.5867,950.00,11.3059
2453881,"2006/05/25","Thu",,,,1.10730,0.78271,111.928,0.53426,1.21868,1.3185,7.7570,1.5682,948.84,11.1894
2453882,"2006/05/26","Fri",0.00153316,0.078740,0.00077399,1.10730,0.78498,112.588,0.53867,1.22666,1.3199,7.7565,1.5805,945.60,11.1454
2453885,"2006/05/29","Mon",,,,1.10500,0.78502,112.628,0.53839,1.22642,1.3181,7.7565,1.5781,947.68,11.1279
2453886,"2006/05/30","Tue",0.00151401,0.077519,0.00077220,1.09960,0.77716,112.192,0.53126,1.21114,1.3126,7.7579,1.5659,945.49,11.2595
2453887,"2006/05/31","Wed",0.00153139,0.076161,0.00078125,1.10280,0.77925,112.278,0.53384,1.21601,1.3303,7.7572,1.5712,945.80,11.2899
2453888,"2006/06/01","Thu",0.00160000,0.082988,0.00081633,1.10080,0.77993,112.452,0.53520,1.21972,1.3371,7.7580,1.5834,947.33,11.2822
2453889,"2006/06/02","Fri",0.00158165,0.082305,0.00080645,1.10040,0.77449,111.671,0.53152,1.20844,1.3319,7.7584,1.5867,947.80,11.3467
2453892,"2006/06/05","Mon",0.00155812,0.080841,0.00079809,1.10120,0.77201,111.706,0.53231,1.20297,1.3282,7.7589,1.5788,942.81,11.2863
2453893,"2006/06/06","Tue",0.00159489,0.084246,0.00081103,1.11520,0.77959,113.299,0.53745,1.21561,1.3475,7.7599,1.5918,942.69,11.3680
2453894,"2006/06/07","Wed",0.00161878,0.087260,0.00081103,1.11160,0.78122,113.359,0.53817,1.22074,1.3476,7.7619,1.5969,948.46,11.3255
2453895,"2006/06/08","Thu",0.00162866,0.086580,0.00082102,1.12320,0.79065,114.227,0.54285,1.23321,1.3463,7.7623,1.5961,953.48,11.4449
2453896,"2006/06/09","Fri",0.00162338,0.087642,0.00083333,1.10720,0.79137,113.898,0.54275,1.23241,1.3337,7.7614,1.5786,954.48,11.3839
2453899,"2006/06/12","Mon",0.00164150,0.090744,0.00084962,1.09900,0.79448,114.170,0.54234,1.23442,1.3396,7.7612,1.5868,956.48,11.3827
2453900,"2006/06/13","Tue",0.00170504,0.087184,0.00088106,1.10790,0.79533,115.071,0.54357,1.23553,1.3501,7.7627,1.6047,961.72,11.4299
2453901,"2006/06/14","Wed",0.00176134,0.102881,0.00088889,1.11220,0.79160,114.849,0.54082,1.22719,1.3522,7.7623,1.6014,962.11,11.4624
2453902,"2006/06/15","Thu",0.00175593,0.098522,0.00085911,1.11770,0.79281,115.073,0.54126,1.23190,1.3556,7.7620,1.6084,959.40,11.4179
2453903,"2006/06/16","Fri",0.00174216,0.097276,0.00086356,1.12260,0.79224,115.127,0.54106,1.23295,1.3535,7.7645,1.6204,955.40,11.4248
2453906,"2006/06/19","Mon",0.00175131,0.101112,0.00087873,1.12290,0.79509,115.263,0.54344,1.24146,1.3562,7.7664,1.6206,961.39,11.4570
2453907,"2006/06/20","Tue",0.00176366,0.098522,0.00086356,1.11630,0.79571,115.023,0.54353,1.24033,1.3565,7.7668,1.6117,956.55,11.4575
2453908,"2006/06/21","Wed",0.00174034,0.097371,0.00085106,1.10420,0.78956,114.782,0.54181,1.23305,1.3570,7.7668,1.6139,956.02,11.4247
2453909,"2006/06/22","Thu",0.00171087,0.094877,0.00084317,1.11750,0.79481,115.960,0.54656,1.24222,1.3610,7.7665,1.6371,955.13,11.4357
2453910,"2006/06/23","Fri",0.00172532,0.099108,0.00085543,1.12410,0.79865,116.258,0.54933,1.24692,1.3665,7.7688,1.6499,955.87,11.4412
2453913,"2006/06/26","Mon",0.00171380,0.096525,0.00084459,1.12390,0.79664,116.406,0.54985,1.24573,1.3699,7.7678,1.6564,959.78,11.4137
2453914,"2006/06/27","Tue",0.00169851,0.097466,0.00084531,1.12130,0.79440,116.258,0.54839,1.24258,1.3625,7.7665,1.6490,959.20,11.4220
2453915,"2006/06/28","Wed",0.00171600,0.096339,0.00084104,1.12450,0.79803,116.420,0.55071,1.24791,1.3730,7.7681,1.6774,957.84,11.3966
2453916,"2006/06/29","Thu",0.00169707,0.096339,0.00083963,1.11590,0.79798,116.179,0.55226,1.24918,1.3675,7.7676,1.6793,960.33,11.3972
2453917,"2006/06/30","Fri",0.00163000,0.093458,0.00081566,1.11500,0.78268,114.512,0.54089,1.22474,1.3473,7.7670,1.6392,948.94,11.2888
2453921,"2006/07/04","Tue",,,,1.10610,0.78142,114.551,0.54165,1.22559,1.3420,7.7679,1.6423,943.77,11.0765
2453922,"2006/07/05","Wed",0.00160514,0.087336,0.00081169,1.11170,0.78582,115.669,0.54525,1.23371,1.3501,7.7717,1.6533,946.93,11.1853
2453923,"2006/07/06","Thu",0.00159745,0.088417,0.00081301,1.11170,0.78394,115.178,0.54426,1.22990,1.3407,7.7714,1.6555,949.36,11.1248
2453924,"2006/07/07","Fri",0.00158353,0.086881,0.00081301,1.11340,0.78007,113.984,0.54017,1.22245,1.3309,7.7686,1.6415,947.57,11.0347
2453927,"2006/07/10","Mon",0.00159745,0.090580,0.00082305,1.12460,0.78429,113.987,0.54294,1.22960,1.3363,7.7712,1.6370,941.88,10.9610
2453928,"2006/07/11","Tue",0.00158541,0.088574,0.00081169,1.13380,0.78409,114.157,0.54262,1.22865,1.3290,7.7737,1.6274,946.41,10.9971
2453929,"2006/07/12","Wed",0.00153847,0.085106,0.00079491,1.13550,0.78707,115.420,0.54508,1.23437,1.3270,7.7762,1.6259,948.62,11.0243
2453930,"2006/07/13","Thu",0.00153964,0.086058,0.00079872,1.13190,0.78911,115.465,0.54340,1.23261,1.3265,7.7759,1.6152,948.78,11.0429
2453931,"2006/07/14","Fri",0.00150773,0.085985,0.00079872,1.12740,0.79110,116.335,0.54461,1.23605,1.3260,7.7757,1.6110,953.81,11.0313
2453934,"2006/07/17","Mon",0.00153257,0.086956,0.00080515,1.13220,0.79822,117.084,0.54940,1.24774,1.3347,7.7755,1.6069,953.83,10.9816
2453935,"2006/07/18","Tue",0.00155039,0.090827,0.00081268,1.13360,0.80000,117.447,0.54734,1.25301,1.3399,7.7743,1.5980,959.05,10.9633
2453936,"2006/07/19","Wed",0.00155861,0.095057,0.00082645,1.13530,0.79626,117.089,0.54417,1.24978,1.3363,7.7759,1.6053,958.06,10.9059
2453937,"2006/07/20","Thu",0.00155642,0.090253,0.00081967,1.13410,0.79131,116.845,0.54074,1.24380,1.3308,7.7759,1.6052,952.23,10.8630
2453938,"2006/07/21","Fri",0.00157729,0.090827,0.00082237,1.13750,0.78845,116.345,0.53808,1.23722,1.3282,7.7757,1.5992,950.29,10.9060
2453941,"2006/07/24","Mon",0.00165098,0.093110,0.00083612,1.14160,0.79173,116.644,0.54079,1.24642,1.3273,7.7775,1.6054,952.13,10.9244
2453942,"2006/07/25","Tue",0.00161617,0.090827,0.00081433,1.14140,0.79518,117.319,0.54337,1.25346,1.3283,7.7778,1.6013,952.76,10.9225
2453943,"2006/07/26","Wed",0.00162787,0.091743,0.00082169,1.13780,0.79190,116.829,0.54132,1.24895,1.3170,7.7779,1.6003,954.53,10.9404
2453944,"2006/07/27","Thu",0.00156494,0.089127,0.00081103,1.13450,0.78550,115.553,0.53684,1.23544,1.3091,7.7719,1.6122,952.56,10.8982
2453945,"2006/07/28","Fri",0.00156961,0.088183,0.00082304,1.12980,0.78447,114.747,0.53634,1.23354,1.3052,7.7705,1.6202,954.22,10.8949
2453948,"2006/07/31","Mon",0.00158103,0.087413,0.00081433,1.13090,0.78350,114.452,0.53521,1.23138,1.3048,7.7707,1.6221,955.96,10.9160
2453949,"2006/08/01","Tue",0.00156924,0.088028,0.00081235,1.13150,0.78261,114.966,0.53448,1.23176,1.3101,7.7726,1.6160,955.66,11.0175
2453950,"2006/08/02","Wed",0.00152812,0.085106,0.00080257,1.12590,0.78139,114.549,0.53247,1.22942,1.3096,7.7737,1.6123,962.31,10.9630
2453951,"2006/08/03","Thu",0.00155183,0.082884,0.00080710,1.12630,0.78259,115.270,0.53060,1.23335,1.3158,7.7728,1.6152,965.95,10.9776
2453952,"2006/08/04","Fri",0.00153315,0.081967,0.00080580,1.12700,0.77553,114.208,0.52363,1.22115,1.3061,7.7745,1.6018,964.90,10.8994
2453956,"2006/08/08","Tue",0.00154799,0.082440,0.00080841,1.12040,0.77887,115.019,0.52421,1.22622,1.3144,7.7762,1.5978,963.37,10.9095
2453957,"2006/08/09","Wed",0.00154084,0.081533,0.00080450,1.11990,0.77593,115.145,0.52390,1.22286,1.3043,7.7771,1.5856,959.64,10.8308
2453958,"2006/08/10","Thu",0.00155099,0.080450,0.00080128,1.12630,0.78340,115.589,0.52948,1.23742,1.3037,7.7770,1.5790,957.74,10.8926
2453959,"2006/08/11","Fri",0.00155159,0.081466,0.00080321,1.12040,0.78399,116.212,0.52774,1.23911,1.3040,7.7778,1.5751,961.72,10.8147
2453962,"2006/08/14","Mon",0.00160103,0.085034,0.00082102,1.12400,0.78530,116.549,0.52907,1.24048,1.3165,7.7789,1.5838,965.64,10.7973
2453963,"2006/08/15","Tue",0.00159872,0.083403,0.00081633,1.12210,0.78212,115.979,0.52780,1.23756,1.3072,7.7791,1.5771,965.66,10.8102
2453964,"2006/08/16","Wed",0.00158793,0.082305,0.00080906,1.11610,0.77745,115.718,0.52636,1.22756,1.2990,7.7772,1.5558,965.48,10.7421
2453965,"2006/08/17","Thu",0.00159872,0.081433,0.00080580,1.11650,0.77762,115.520,0.52827,1.22827,1.3100,7.7752,1.5576,960.84,10.7563
2453966,"2006/08/18","Fri",0.00162893,0.083264,0.00082169,1.12330,0.78061,115.768,0.53174,1.23386,1.3194,7.7738,1.5643,958.45,10.8427
2453969,"2006/08/21","Mon",0.00160000,0.081699,0.00081169,1.11840,0.77441,115.861,0.52720,1.22269,1.3088,7.7756,1.5592,956.72,10.8058
2453970,"2006/08/22","Tue",0.00160579,0.081967,0.00081433,1.11540,0.78104,116.613,0.52978,1.23412,1.3115,7.7767,1.5679,956.60,10.7977
2453971,"2006/08/23","Wed",0.00159210,0.080515,0.00081235,1.11010,0.78160,116.461,0.52854,1.23564,1.3109,7.7775,1.5618,955.34,10.8514
2453972,"2006/08/24","Thu",0.00160321,0.079491,0.00081500,1.11110,0.78368,116.407,0.52955,1.23827,1.3106,7.7767,1.5696,959.50,10.9253
2453973,"2006/08/25","Fri",0.00160966,0.080645,0.00081766,1.10800,0.78326,117.336,0.52964,1.23757,1.3216,7.7799,1.5739,961.81,10.9595
2453976,"2006/08/28","Mon",,,,1.11200,0.78227,117.151,0.52721,1.23569,1.3180,7.7793,1.5662,964.44,10.9341
2453977,"2006/08/29","Tue",0.00163026,0.082372,0.00082237,1.11050,0.78337,116.919,0.52873,1.23553,1.3145,7.7778,1.5590,961.47,10.9086
2453978,"2006/08/30","Wed",0.00161878,0.081833,0.00081301,1.11000,0.77988,117.076,0.52517,1.22924,1.3085,7.7776,1.5380,961.87,10.8824
2453979,"2006/08/31","Thu",0.00160385,0.079365,0.00080321,1.10660,0.78172,117.349,0.52570,1.23380,1.3108,7.7770,1.5280,961.43,10.9132
2453980,"2006/09/01","Fri",0.00161017,0.078431,0.00080580,1.10560,0.77925,117.194,0.52500,1.23104,1.3050,7.7783,1.5269,960.56,10.8926
2453984,"2006/09/05","Tue",0.00156801,0.076046,0.00078927,1.11100,0.78075,116.044,0.52839,1.23485,1.2982,7.7783,1.5458,956.93,10.8390
