"Jul.Day","YYYY/MM/DD","Wdy","XAU/USD","XAG/USD","XPT/USD","CAD/USD","EUR/USD","JPY/USD","GBP/USD","CHF/USD","AUD/USD","HKD/USD","NZD/USD","KRW/USD","MXN/USD"
2455331,"2010/05/14","Fri",0.00080873,0.050916,0.00058106,1.03440,0.80705,91.947,0.68704,1.13074,1.12545,7.7827,1.4062,1130.5,12.584
2455334,"2010/05/17","Mon",0.00080906,0.052329,0.00059102,1.04050,0.81308,92.080,0.69510,1.13928,1.14516,7.8023,1.4411,1153.6,12.726
2455335,"2010/05/18","Tue",0.00082186,0.053135,0.00059488,1.03300,0.80918,92.563,0.69268,1.13430,1.14600,7.7973,1.4335,1146.5,12.599
2455336,"2010/05/19","Wed",0.00083682,0.053967,0.00062035,1.05150,0.81191,91.197,0.69700,1.15664,1.19353,7.8003,1.4913,1164.5,12.932
2455337,"2010/05/20","Thu",0.00083893,0.055772,0.00066007,1.06590,0.80842,90.102,0.69717,1.15033,1.21222,7.8023,1.4931,1193.6,13.122
2455338,"2010/05/21","Fri",0.00084764,0.056433,0.00067024,1.05700,0.79527,90.188,0.69130,1.14879,1.20538,7.8035,1.4709,1194.3,12.974
2455342,"2010/05/25","Tue",0.00083455,0.056721,0.00066979,1.07780,0.81442,89.892,0.69679,1.15955,1.22394,7.8011,1.5024,1251.8,13.142
2455343,"2010/05/26","Wed",0.00082508,0.054735,0.00065232,1.06510,0.81805,90.263,0.69451,1.16036,1.20623,7.7850,1.5012,1253.1,12.989
2455344,"2010/05/27","Thu",0.00082576,0.054466,0.00065147,1.04960,0.80844,90.717,0.68646,1.14999,1.18105,7.7891,1.4667,1223.3,12.855
2455345,"2010/05/28","Fri",0.00082816,0.053967,0.00064309,1.04990,0.80855,90.822,0.69009,1.15348,1.17781,7.7858,1.4713,1194.4,12.866
2455348,"2010/05/31","Mon",,,,1.04620,0.81461,91.291,0.68820,1.15526,1.18846,7.7860,1.4777,1202.5,12.918
2455349,"2010/06/01","Tue",0.00081450,0.054645,0.00064516,1.04790,0.81530,91.122,0.68156,1.15496,1.19106,7.7914,1.4681,1217.1,12.921
2455350,"2010/06/02","Wed",0.00082305,0.054259,0.00064851,1.04040,0.81934,92.234,0.68308,1.15754,1.19682,7.7936,1.4737,1216.8,12.841
2455351,"2010/06/03","Thu",0.00082305,0.054735,0.00063898,1.04160,0.82016,92.340,0.68427,1.15400,1.18768,7.7909,1.4658,1198.6,12.758
2455352,"2010/06/04","Fri",0.00083091,0.056306,0.00065488,1.05160,0.83348,91.843,0.69007,1.16161,1.20805,7.7921,1.4866,1201.8,12.884
2455355,"2010/06/07","Mon",0.00082305,0.057604,0.00066667,1.05400,0.83631,91.972,0.68984,1.16143,1.22090,7.8022,1.5061,1235.6,12.896
2455356,"2010/06/08","Tue",0.00080257,0.054526,0.00065963,1.05180,0.83384,91.302,0.69348,1.15089,1.21511,7.8045,1.5039,1234.5,12.907
2455357,"2010/06/09","Wed",0.00081070,0.054735,0.00065062,1.03950,0.83027,91.586,0.68564,1.14571,1.19979,7.8019,1.4873,1247.9,12.802
2455358,"2010/06/10","Thu",0.00082135,0.055617,0.00065359,1.03370,0.82577,91.075,0.68155,1.14208,1.18097,7.7909,1.4606,1251.4,12.735
2455359,"2010/06/11","Fri",0.00081967,0.054615,0.00064977,1.03330,0.82810,91.767,0.68763,1.15246,1.17755,7.7935,1.4519,1246.4,12.677
2455362,"2010/06/14","Mon",0.00081716,0.054259,0.00064267,1.02530,0.81457,91.791,0.67712,1.13796,1.15827,7.7923,1.4284,1220.6,12.597
2455363,"2010/06/15","Tue",0.00081633,0.054289,0.00064185,1.02880,0.81123,91.287,0.67445,1.13104,1.16079,7.7915,1.4361,1229.1,12.579
2455364,"2010/06/16","Wed",0.00081004,0.054025,0.00063776,1.02360,0.81154,91.393,0.67400,1.12694,1.15648,7.7911,1.4308,1211.4,12.589
2455365,"2010/06/17","Thu",0.00080321,0.054054,0.00063412,1.02840,0.80875,90.928,0.67547,1.11383,1.15642,7.7861,1.4244,1212.7,12.584
2455366,"2010/06/18","Fri",0.00079618,0.053277,0.00063371,1.02380,0.80914,90.762,0.67631,1.11089,1.14982,7.7828,1.4184,1207.3,12.545
2455369,"2010/06/21","Mon",0.00079713,0.051626,0.00062305,1.01990,0.80746,91.225,0.67454,1.10822,1.13423,7.7694,1.4035,1175.0,12.458
2455370,"2010/06/22","Tue",0.00080906,0.053691,0.00063091,1.02010,0.81289,90.595,0.67351,1.10472,1.13762,7.7782,1.4113,1183.4,12.518
2455371,"2010/06/23","Wed",0.00081533,0.052882,0.00063492,1.04340,0.81816,90.104,0.67177,1.10894,1.15140,7.7767,1.4089,1188.4,12.707
2455372,"2010/06/24","Thu",0.00080890,0.054407,0.00064558,1.04320,0.80881,89.392,0.66688,1.10053,1.15194,7.7778,1.4116,1189.5,12.691
2455373,"2010/06/25","Fri",0.00079745,0.053619,0.00064267,1.03700,0.81098,89.397,0.66740,1.09377,1.15171,7.7787,1.4088,1215.7,12.699
2455376,"2010/06/28","Mon",0.00079302,0.052329,0.00063251,1.03370,0.81195,89.266,0.66237,1.08605,1.14448,7.7841,1.4108,1203.4,12.648
2455377,"2010/06/29","Tue",0.00081004,0.053850,0.00064725,1.05290,0.82065,88.405,0.66312,1.08112,1.17328,7.7842,1.4407,1217.2,12.839
2455378,"2010/06/30","Wed",0.00080386,0.053362,0.00065274,1.06060,0.81365,88.531,0.66906,1.07752,1.17937,7.7868,1.4493,1221.9,12.831
2455380,"2010/07/02","Fri",0.00083229,0.055617,0.00066313,1.06490,0.79518,87.718,0.65885,1.06362,1.18586,7.7966,1.4496,1229.7,13.082
2455383,"2010/07/05","Mon",0.00082781,0.056022,0.00066401,1.06600,0.79802,87.737,0.66178,1.06451,1.19426,7.7926,1.4569,1223.9,13.109
2455384,"2010/07/06","Tue",0.00083682,0.056022,0.00066269,1.04980,0.79075,87.556,0.65880,1.05880,1.16905,7.7875,1.4345,1222.1,12.933
2455385,"2010/07/07","Wed",0.00083805,0.056657,0.00066138,1.05270,0.79407,87.144,0.65884,1.05460,1.16720,7.7899,1.4334,1221.2,12.898
2455386,"2010/07/08","Thu",0.00083787,0.055556,0.00065445,1.04460,0.78993,88.376,0.66168,1.05176,1.14905,7.7883,1.4187,1209.0,12.836
2455387,"2010/07/09","Fri",0.00082730,0.055960,0.00065488,1.03280,0.79118,88.500,0.66252,1.05776,1.14247,7.7737,1.4109,1198.1,12.784
2455390,"2010/07/12","Mon",0.00082953,0.055371,0.00065531,1.03790,0.79533,88.558,0.66600,1.06223,1.14521,7.7714,1.4100,1204.1,12.829
2455391,"2010/07/13","Tue",0.00082237,0.055556,0.00065189,1.02840,0.78624,88.275,0.65906,1.05251,1.13410,7.7733,1.3899,1212.7,12.709
2455392,"2010/07/14","Wed",0.00082850,0.054675,0.00065660,1.03060,0.78408,88.616,0.65435,1.05573,1.12955,7.7703,1.3809,1202.6,12.697
2455393,"2010/07/15","Thu",0.00082781,0.054289,0.00065359,1.04030,0.77565,87.420,0.65039,1.04238,1.13906,7.7698,1.3841,1202.7,12.768
2455394,"2010/07/16","Fri",0.00084087,0.054794,0.00066138,1.05370,0.77410,86.440,0.65411,1.05233,1.14882,7.7763,1.4064,1202.9,12.926
2455397,"2010/07/19","Mon",0.00084674,0.056243,0.00066711,1.05590,0.77146,86.763,0.65698,1.05243,1.15059,7.7752,1.4158,1213.7,12.913
2455398,"2010/07/20","Tue",0.00084531,0.056980,0.00066578,1.05260,0.77488,87.208,0.65554,1.04830,1.13807,7.7740,1.4046,1207.1,12.848
2455399,"2010/07/21","Wed",0.00083928,0.055928,0.00065617,1.04270,0.78017,87.328,0.65790,1.05227,1.13349,7.7741,1.3940,1204.0,12.781
2455400,"2010/07/22","Thu",0.00083368,0.056117,0.00065833,1.03760,0.77508,86.974,0.65435,1.04052,1.12124,7.7740,1.3822,1203.7,12.756
2455401,"2010/07/23","Fri",0.00083998,0.055036,0.00064893,1.03730,0.77741,87.315,0.64856,1.05299,1.11778,7.7666,1.3723,1199.2,12.768
2455404,"2010/07/26","Mon",0.00084495,0.055525,0.00064683,1.03120,0.77030,87.168,0.64563,1.04818,1.11132,7.7662,1.3662,1190.8,12.696
2455405,"2010/07/27","Tue",0.00085616,0.055066,0.00064103,1.03570,0.77027,87.920,0.64361,1.06215,1.10912,7.7653,1.3647,1182.3,12.657
2455406,"2010/07/28","Wed",0.00086430,0.056722,0.00065147,1.03570,0.76929,87.623,0.64059,1.05813,1.12016,7.7658,1.3751,1186.4,12.678
2455407,"2010/07/29","Thu",0.00086022,0.056818,0.00064391,1.03700,0.76554,86.851,0.64147,1.04127,1.11374,7.7659,1.3851,1186.5,12.730
2455408,"2010/07/30","Fri",0.00085543,0.056625,0.00064309,1.02900,0.76523,86.471,0.63640,1.04118,1.10431,7.7674,1.3770,1182.8,12.644
2455412,"2010/08/03","Tue",0.00084211,0.054289,0.00062893,1.02250,0.75539,85.852,0.62730,1.03859,1.09311,7.7610,1.3608,1171.3,12.583
2455413,"2010/08/04","Wed",0.00083368,0.054054,0.00062893,1.01850,0.76002,86.240,0.62948,1.05185,1.09187,7.7637,1.3614,1168.0,12.546
2455414,"2010/08/05","Thu",0.00083857,0.054496,0.00063412,1.01580,0.76004,85.866,0.63058,1.04765,1.09532,7.7635,1.3759,1167.6,12.547
2455415,"2010/08/06","Fri",0.00082799,0.054645,0.00063654,1.02730,0.75293,85.253,0.62587,1.03673,1.09113,7.7634,1.3710,1162.1,12.669
2455418,"2010/08/09","Mon",0.00083126,0.054113,0.00064185,1.02660,0.75524,85.908,0.62724,1.04595,1.09073,7.7616,1.3706,1160.0,12.632
2455419,"2010/08/10","Tue",0.00083857,0.055279,0.00064977,1.03480,0.76369,85.876,0.63395,1.05765,1.10061,7.7639,1.3884,1169.3,12.691
2455420,"2010/08/11","Wed",0.00082953,0.055188,0.00064935,1.04560,0.77527,85.355,0.63744,1.05841,1.11056,7.7662,1.3940,1182.8,12.733
2455421,"2010/08/12","Thu",0.00082440,0.055804,0.00065617,1.04340,0.77732,85.806,0.64217,1.04853,1.11570,7.7683,1.4094,1185.7,12.718
2455422,"2010/08/13","Fri",0.00082355,0.055371,0.00065488,1.04020,0.78328,86.181,0.64186,1.05294,1.11694,7.7724,1.4124,1183.4,12.726
2455425,"2010/08/16","Mon",0.00081733,0.054945,0.00065189,1.04320,0.77897,85.368,0.63785,1.03780,1.11417,7.7727,1.4105,1186.8,12.654
2455426,"2010/08/17","Tue",0.00081566,0.053937,0.00064893,1.03120,0.77586,85.506,0.64165,1.04351,1.10289,7.7703,1.3999,1175.8,12.583
2455427,"2010/08/18","Wed",0.00082102,0.054466,0.00065062,1.02890,0.77694,85.315,0.64030,1.04044,1.11184,7.7693,1.3972,1174.5,12.598
2455428,"2010/08/19","Thu",0.00081070,0.054201,0.00064935,1.03990,0.77907,85.308,0.64057,1.03124,1.12022,7.7700,1.4143,1173.7,12.731
2455429,"2010/08/20","Fri",0.00081733,0.055127,0.00066138,1.05000,0.78823,85.644,0.64457,1.03724,1.12625,7.7764,1.4239,1183.8,12.771
2455432,"2010/08/23","Mon",0.00081566,0.055741,0.00066225,1.05140,0.78975,85.203,0.64388,1.03934,1.11994,7.7751,1.4128,1182.7,12.877
2455433,"2010/08/24","Tue",0.00081833,0.055928,0.00066934,1.05630,0.78893,84.167,0.64641,1.03084,1.12853,7.7770,1.4148,1192.2,12.919
2455434,"2010/08/25","Wed",0.00080808,0.053677,0.00065963,1.06420,0.79035,84.595,0.64689,1.02742,1.13576,7.7774,1.4335,1197.1,13.030
2455435,"2010/08/26","Thu",0.00080841,0.052329,0.00065317,1.05460,0.78643,84.639,0.64215,1.02528,1.12623,7.7781,1.4205,1191.6,12.977
2455436,"2010/08/27","Fri",0.00080972,0.052549,0.00065359,1.05460,0.78339,85.117,0.64403,1.02717,1.11386,7.7789,1.4078,1195.7,13.002
2455439,"2010/08/30","Mon",,,0.00065359,1.05620,0.78833,84.699,0.64631,1.02434,1.11862,7.7792,1.4107,1192.1,13.145
2455440,"2010/08/31","Tue",0.00080257,0.052994,0.00066007,1.06390,0.78720,84.103,0.65118,1.01517,1.12225,7.7786,1.4300,1199.4,13.169
2455441,"2010/09/01","Wed",0.00080225,0.051361,0.00065317,1.04970,0.78045,84.517,0.64637,1.01509,1.09985,7.7743,1.4028,1184.8,13.041
2455442,"2010/09/02","Thu",0.00080096,0.051414,0.00064516,1.05200,0.77984,84.160,0.64970,1.01203,1.09858,7.7707,1.3988,1179.4,13.057
